ricf_oid_2013	ba_rdt	ba_cn	ba_en	ba_rid	ba_org	ba_msn	ba_srv	ba_ntr	ba_rng	ba_reg	ba_sup	ba_fdt	ba_fnd	ba_add	ba_zip	ba_prv	ba_ct	ba_gis	ba_wb	ba_chr	ba_sec	ba_cpn	ba_cpp	ba_phn	ba_fax	ba_eml	ba_gvm	ba_pgv	ba_nfe	ba_nv	ba_evl	ba_sf	ba_tax	ba_src	ba_bn	ba_sn	ba_mn	ba_brn	ba_rn	ba_pbl	ba_pm	ba_po	ba_ai	ba_ap	ba_hr	ba_nc	ba_fr	ba_tr	ba_rcp	ba_mt	ba_trn	ricf_oid	ba_uscc
2879	2013	苍南县人民教育基金会	Cangnan People's Education Foundation	浙基证字第51036号	50187661-7	遵守国家法律、法规和政策，推动全社会关心、支持教育事业，促进教育改革和发展。为推进苍南教育跨越式发展贡献力量。	改善办学条件;促进教育现代化建设；资助弱校和贫困师生；奖教奖学。	公募	地方	省级民政部门	浙江省教育厅	2001-04-26 00:00:00	400万元		325800	Zhejiang Sheng	Wenzhou Shi	[27.476824, 120.57263]	http://zjnpo.foundationcenter.org.cn/cnxrmjyjjh	邓伦修	黄绍才	褚毅	办公室主任	0577-68701792	0577-68701791	jjh@cnjyw.net	0.0	0.0	3.0	10.0		0.0	公益性捐赠税前扣除资格																			2879	533300005018766170
2880	2013	苍南县社会组织发展基金会	Cangnan social organization Development F	温基证字第12008号	07289339-7	培育扶持发展社会组织，增强社会组织服务社会的能力。	接收法人、自然人和其它组织的捐赠，资助社会组织解决启动资金、办公经费困难；资助社会组织开展符合本基金会宗旨的公益活动，资助社区社会组织发展；开展政府部门委托（授权）的其他公益活动。	非公募	地方	市级民政部门	温州市民政局	2013-07-30 00:00:00		温州市苍南县灵溪镇江滨路168号	325800	Zhejiang Sheng	Wenzhou Shi	[27.500372, 120.40122]	http://zjnpo.foundationcenter.org.cn/cnxshzzfzjjh/index.html								5.0	0.0	2.0	12.0		0.0						0.0	0.0	未举办刊物											330327072893397	2880	53330300072893397C
2881	2013	苏州公安大病特困救助基金会	Suzhou Police' Foundation for Serious Dis	苏民基证字第00323号	509160912	秉公安民警友爱之传统，承公安队伍爱民之精神，集社会爱心之暖流，扬中华民族之传统美德，大力开展关爱民警、扶危济困、排忧解难、凝聚警心活动，促进和谐警队、和谐警民关系建设，为	对因患严重疾病产生高额自费医疗费用的苏州市公安局在编民警、职工和因病致困的民警、职工家庭实施相应的救助；对苏州公安英烈、因公牺牲民警、积劳成疾病故民警家庭中产生特殊经济困	非公募	地方	省级民政部门	江苏省公安厅	2011-03-18 00:00:00	500万元		215002	Jiangsu Sheng	Suzhou Shi	[31.303637, 120.6225]		孙焱	石永成	王玖琳	办事员	0512-65097867	0512-65225661-20229	szwangjiulin@163.com	1.0	0.0	1.0	0.0	未参评	0.0	公益性捐赠税前扣除资格																			2881	53320000509160912R
2882	2013	苏州农业职业技术学院教育发展基金会	Suzhou Polytechnic Institute of Agricultu	苏民基证字第00246号	509160146	遵守中华人民共和国宪法、法律、法规、规章和国家政策，遵守社会道德风尚，致力于加强学院与国内外各界的合作，募集办学资金，奖励、资助本院师生，推动本院教育事业发展。	接受政府资助和社会捐赠；资助贫困学生完成学业；奖励为学校建设作出贡献的单位和个人；资助学校的建设与发展。	非公募	地方	省级民政部门	江苏省教育厅	2009-12-29 00:00:00	500万元		215008	Jiangsu Sheng	Suzhou Shi	[31.3158, 120.58155]		张益彬	陈箭飞	田奎	理事	0512-66098529	0512-66098529	chenjianfei917@sina.com	0.0	0.0	0.0	3.0	3A	0.0	无																			2882	53320000509160146U
2883	2013	苏州和合文化基金会	Suzhou Hehe Cultural Foundation	苏民基证字第00346号	509161149	倡导和合文化、实践和合精神、推动人心和善、促进社会和谐。	一、接受政府资助和社会捐赠；  二、开展和合文化的研究与交流活动；  三、资助贫困或受灾人群的生活与教育；  四、支持佛教及文化事业的发展。	非公募	地方	省级民政部门	江苏省宗教事务局	2011-07-08 00:00:00	300万元		215008	Jiangsu Sheng	Suzhou Shi	[31.311886, 120.56441]	http://www.hehewenhua.org	秋爽	吴声	王彦璋	办公室	0512-65342430	0512-65355456	914432527@qq.com	0.0	0.0	3.0	300.0	未参评	0.0	公益性捐赠税前扣除资格, 非营利组织免税资格																			2883	53320000509161149C
2884	2013	苏州园区技术学院爱心助学基金会	Jiangsu Park Institute of Technology Foun	苏民基证字第00035号	50920087-3	为接受国内外校友及亲属、学院教职员工、学院董事单位、团体，对我校的赞助和捐赠，促进教育和爱心助学事业的进步，帮助我院贫困生减轻学习和生活的经济压力，使学校在继承优良传统的	接受捐赠，奖励，资助学院内优秀人才。	非公募	地方	省级民政部门	江苏省教育厅	2004-12-01 00:00:00	200万元		215021	Jiangsu Sheng	Suzhou Shi	[31.340677, 120.65916]		林宁萍	蒋方瑾	程文文		0512-62557122	0512-62557120	chengwen720@eyou.com																										2884	53320000509200873H
2885	2013	苏州大学教育发展基金会	Soochow University Education Development 	苏民基证字第00076号	50915841-7	遵守中华人民共和国宪法、法律、法规、规章和国家政策，遵守社会道德风尚，促进社会主义和谐社会建设，加强苏州大学与国内外各界的联系和合作，筹集办学资金，奖励、资助苏州大学师生	1、与国内外各界联系与合作；2、以多种渠道、多种形式募集资金和接受社会捐赠；3、管理与运作基金；4、资助苏州大学的建设与发展项目；5、奖励苏州大学优秀师生，资助优秀贫困学生；6、	非公募	地方	省级民政部门	江苏省教育厅	2006-11-16 00:00:00	2,111万元		215006	Jiangsu Sheng	Suzhou Shi	[31.303122, 120.6396]	http://fzb.suda.edu.cn/DSH/index.asp	王卓君	赵阳	张海洋		0512-65225648	0512-65225000	hyzhang@suda.edu.cn	6.0	0.0	11.0	66.0	5A	0.0	公益性捐赠税前扣除资格, 非营利组织免税资格																			2885	53320000509158417Y
2886	2013	苏州大学文正学院教育发展基金会	Wenzheng College of Suzhou University Edu	苏民基证字第00393号	71746510－4	致力于加强苏州大学文正学院与国内外各界的联系和合作，募集办学资金，奖励、资助苏州大学文正学院师生，推动苏州大学文正学院教育事业的发展。	接受政府资助和社会捐赠；资助贫困学生，奖励优秀师生；支持教育事业发展。	非公募	地方	省级民政部门	江苏省教育厅	2012-05-21 00:00:00	400万元		215104	Jiangsu Sheng	Suzhou Shi	[31.21695, 120.58653]	http://202.195.143.200/default.php?mod=c&s=ss10707ff	吴昌政	王淼	王淼	秘书长	0512-66576215	0512-68230911	 wangmiao730@126.com	0.0	0.0	3.0	0.0	未参评	0.0	公益性捐赠税前扣除资格																			2886	533200005091616915
2887	2013	苏州工业园区慈善基金会	Charity Foundation in Industrial Park of 	苏民基证字第00166号	50915933-X	发扬人道主义精神，救助社会弱势群体。弘扬中华民族的传统美德，在苏州工业园区范围内开展多种形式的安老、抚幼、助残、济困等社会救助工作，帮助各种不幸的个人和困难群体，促进区域	接受政府资助，接受法人、自然人和其他组织的捐赠；  组织募捐活动；  资助城乡特困人员就医、就学；  资助城乡特困人员基本生活。	公募	地方	省级民政部门	江苏省民政厅	2008-07-05 00:00:00	400万元		215208	Jiangsu Sheng	Suzhou Shi	[31.324091, 120.723404]		杨知评	陈欣	徐晓明	秘书处	0512-66681133	0512-66681199	mrh@sipac.gov.cn	0.0	0.0	3.0	50.0	未参评	0.0	公益性捐赠税前扣除资格																			2887	5332000050915933XN
2888	2013	苏州工业园区见义勇为基金会	Suzhou Industrial Park Foundation for Jus	苏民基证字第00407号	50916176-3	弘扬社会正气，维护社会安定，见义勇为，匡扶正义	组织募捐活动；接受政府资助和社会捐赠；奖励和表彰见义勇为人员。	公募	地方	省级民政部门	江苏省公安厅	2002-08-19 00:00:00	500万元		215000	Jiangsu Sheng	Suzhou Shi	[31.294846, 120.56683]		朱荣林	朱解平	杨晴	出纳	0512-66601237	0512-66601237	448683537@qq.com	4.0	0.0	12.0	0.0	未参评	0.0	公益性捐赠税前扣除资格																			2888	53320000509161763X
2889	2013	苏州工艺美术职业技术学院教育发展基金会	Suzhou Art and Design Technology Institut	苏民基证字第00265号	509160330	遵守中华人民共和国宪法、法律、法规、规章和国家政策，遵守社会道德风尚，致力于加强苏州工艺美术职业技术学院与国内外各界的广泛联系和合作，筹集办学资金，改善办学条件，推动苏州	接受社会各界捐赠与政府资助；资助家庭困难学生，帮助他们完成学业；奖励对苏州工艺美术职业技术学院教育事业做出特殊贡献的师生；支持苏州工艺美术职业技术学院建设和发展。	非公募	地方	省级民政部门	江苏省民政厅	2010-05-18 00:00:00	500万元		215104	Jiangsu Sheng	Suzhou Shi	[31.217096, 120.59451]		王建良	程蓉	冯彦	会计	0512-66508567	0512-66503160		0.0	0.0	0.0	0.0	未参评	0.0	公益性捐赠税前扣除资格																			2889	53320000509160330K
2890	2013	苏州市儿童少年基金会	Suzhou Children and Teenagers' Foud	苏民基证字第00272号	509160402	宣传动员机关、企事业单位、学校和社会各界力量，关心、培养、教育儿童少年，促进未成年人安全健康成长。	组织开展募捐活动；接受政府资助和社会捐赠；资助城乡弱势儿童少年基本生活、就医就学；奖励对儿童少年事业有突出贡献的单位和个人；支持儿童少年事业。	公募	地方	省级民政部门	江苏省妇联	2010-06-24 00:00:00	400万元		212006	Jiangsu Sheng	Suzhou Shi	[31.292953, 120.63346]	http://www.child.org.cn/	陈炳斯	肖莪	徐瑛	办公室主任	0512-65207251	0512-65207723	szbuk@163.com	0.0	0.0	3.0	150.0	未参评	0.0	公益性捐赠税前扣除资格																			2890	53320000509160402C
2891	2013	苏州市党员关爱暨帮扶困难群众基金会	Suzhou Supporting Foundation for the Need	苏民基证字第00389号	50916157-9	党员带头，社会参与，关爱民生，促进和谐。  	1.接受政府资助和社会捐赠；2.组织募捐活动；3.重点资助特定生活困难群体	公募	地方	省级民政部门	江苏省民政厅	2012-04-18 00:00:00	16,000万元		215000	Jiangsu Sheng	Suzhou Shi	[31.30544, 120.614456]	http://www.zzbdygajj.suzhou.gov.cn	宋胜龙	张厚和	李茜	秘书	0512-68610218	0512-68610218	dgc@zzb.suzhou.gov.cn	0.0	0.0	1.0	0.0	未参评	1.0	公益性捐赠税前扣除资格																			2891	533200005091615796
2892	2013	苏州市吴中区慈善基金会	 Suzhou Wuzhong  Charity Foundation	苏民基证字第00167号	50915944-4	扶贫济困、救灾救难、助残扶弱，弘扬人道主义	接受政府和其他组织的捐赠；开展募捐活动；资助城乡特困人员就医、就学和基本生活。	公募	地方	省级民政部门	江苏省民政厅	2008-07-05 00:00:00	400万元		215128	Jiangsu Sheng	Suzhou Shi	[31.21359, 120.595505]		焦亚飞	高健魁	徐庆刚		0512-65633330	0512-65633330	SZWZCS@163.COM	0.0	0.0	5.0	0.0	5A	0.0	公益性捐赠税前扣除资格																			2892	533200005091594440
2893	2013	苏州市吴江区党员关爱暨帮扶困难群众基金会	Wujiang Supporting Foundation for the Nee	苏民基证字第00400号	50916165-9	党员带头，社会参与，关爱民生，促进和谐	组织募捐活动：接受政府资助和社会捐赠；  重点资助特定生活困难群体	公募	地方	省级民政部门	江苏省民政厅	2012-05-21 00:00:00	7,300万元		215200	Jiangsu Sheng	Suzhou Shi	[31.151869, 120.64319]	http://zzb.zgwj.gov.cn/gajj/	沈恩得	周正华	沈文		0512-63981240	0512-63981231	576090927@qq.com	0.0	0.0	2.0	1.0	未参评	1.0	公益性捐赠税前扣除资格																			2893	53320000509161659R
2894	2013	苏州市吴江区慈善基金会	Wujiang Charity Foundation	苏民基证字第00170号	509159460	以人为本、关爱民生、扶贫济困、努力构建和谐社会，重点资助城乡特困户就医、就学和基本生活。	接受政府资助和其他组织的捐赠；开展募捐活动；资助城乡特困人员就医、就学和基本生活。	公募	地方	省级民政部门	江苏省民政厅	2008-07-15 00:00:00	400万元		215200	Jiangsu Sheng	Suzhou Shi	[31.15129, 120.64057]		汤卫明	何金训	尹晓虹		0512-63980616	0512-63980616	mzj13063860985@163.com	0.0	0.0	0.0	0.0	未参评	0.0	公益性捐赠税前扣除资格																			2894	53320000509159460M
2895	2013	苏州市吴江区见义勇为基金会	Wujiang Foundation for Justice and Courage	苏民基证字第00239号	509160066	弘扬见义勇为美德，提倡见义勇为行为，奖励见义勇为先进人物，发动人民群众祛邪扶正，配合公安机关维护社会治安秩序，促进社会治安综合治理、精神文明建设与和谐社会构建。	宣传、表彰见义勇为人员；为见义勇为牺牲人员增发抚恤，为伤残人员的康复治疗提供资助，为生活特别困难的人员及其家属和子女予以救济和提供资助；宣传、表彰关心和支持见义勇为事业的	公募	地方	省级民政部门	江苏省公安厅	2009-10-09 00:00:00	400万元		215200	Jiangsu Sheng	Suzhou Shi	[31.165398, 120.62828]		毕阿四	刘茂桂	陈萍	专职工作人员	0512-63455160	0512-63456562	wj_zhzx@163.com	0.0		2.0	0.0	未参评	0.0	公益性捐赠税前扣除资格																			2895	533200005091600668
2896	2013	苏州市姑苏区慈善基金会	 Suzhou  Pingjiang Charity Foundation	苏民基证字第00164号	50915936-4	以人为本，关爱民生，关爱民生，扶贫济困，扶贫济困，努力构建和谐社会，努力构建和谐社会，重点资助特困人员就医、就学和基本生活。	接受政府资助和其他组织、个人的捐赠；开展募捐活动；资助城乡特困人员就医、就学和基本生活。	公募	地方	省级民政部门	江苏省民政厅	2008-07-15 00:00:00	400万元		215005	Jiangsu Sheng	Suzhou Shi	[31.317226, 120.62456]		金秀华	顾建华	王蒙		0512-68723615	0512-68723615	wangmenglcc@126.com	0.0	0.0	1.0	506.0	未参评	0.0	公益性捐赠税前扣除资格																			2896	53320000509159364C
2897	2013	苏州市慈善基金会	Suzhou Charity Foundation	苏民基证字第00148号	509159145	以人为本、关爱民生、扶贫济困、努力构建和谐社会，重点资助城乡特困户就医、就学和基本生活。	接受政府资助，接受法人、自然人和其他组织的捐赠；组织募捐活动；资助城乡特困人员就医、就学；资助城乡特困人员基本生活。	公募	地方	省级民政部门	江苏省民政厅	2008-04-13 00:00:00	400万元		215007	Jiangsu Sheng	Suzhou Shi	[31.293682, 120.62459]		江浩	姜松春	时敏		0512-65245559	0512-65128279	szcszh@126.com	2.0	0.0	8.0	320.0	未参评	0.0	公益性捐赠税前扣除资格, 非营利组织免税资格																			2897	533200005091591452
2898	2013	苏州市教育发展基金会	Suzhou Education Development Foundation	苏民基证字第00417号	509161878	弘扬苏州一贯尊师重教的优良传统，积极推动社会各界关心支持教育，动员社会各界人士募集教育发展资金，促进苏州市教育事业的发展。	接受社会各界对苏州教育的捐赠及政府资助，开展奖教奖学、助教助学和各种有利于尊师重教 、促进教育事业发展的活动，资助家庭经济困难学生完成学业，支持改善学校办学条件。	公募	地方	省级民政部门	江苏省教育厅	2013-01-01 00:00:00	525万元		215005	Jiangsu Sheng	Suzhou Shi	[31.309586, 120.6364]	http://www.szedu.com/jyjjh/	戴克明	王海清	朱美华		0512-65241516	0512-65241506	szjyfzjjh@163.com	0.0	0.0	2.0	0.0	未参评	0.0	无																			2898	533200005091618784
