机构ID	数据年度	机构名称	基金会英文名称	登记证号	组织机构代码	宗旨	业务范围	基金会类型	成立时间	原始基金数额	登记部门	业务主管单位	基金会地址	邮编	秘书长	理事长	对外联系人姓名	联系人职务	联系人固话	联系人传真	联系人电子邮箱	机构官网	负责人中国家工作人员数	负责人中担任过省部级工作人员数	专项基金数	专职工作人员数	志愿者数量	评估情况	税收优惠资格取得情况
2849	2014	绍兴市人民教育基金会	Shaoxing People's Education Foundation	浙基证字第51012号	50187538-2	支持学校建设,资助贫困学生,奖励优秀教师及学生,促进教育发展	资助贫困学生、学校建设和更新设备；奖励先进教育工作者和优秀学生	公募	1990年06月30日	410万元	省级民政部门	浙江省教育厅	浙江省绍兴市绍兴市井巷18号	312000	沈李阳	赵旭昊	冯家江		0575-85134546	0575-85223302	Ljyamg1953@163.com	http://zjnpo.foundationcenter.org.cn/sxsrmjyjjh	0.0	0.0	0.0	0.0	0.0	未参评	公益性捐赠税前扣除资格
2850	2014	绍兴市见义勇为基金会	Shaoxing Foundation for Justice and Courage	浙基证字第51045号	50187250-1	弘扬见义勇为精神，匡扶社会主义正气，维护社会治安。	奖励为维护社会稳定作出突出贡献的人员。	公募	1989年02月10日	700万元	省级民政部门	浙江省公安厅	浙江省绍兴市越城区人民东路489号绍兴市公安局见义勇为办公室	312000	张利庆	杜桐强	刘安娜	工作人员	0575-88582127	0575-88582351	sxsjyywjjh2009@163.com	http://zjnpo.foundationcenter.org.cn/sxsjyywjjh	0.0	0.0	0.0	2.0	0.0	未参评	公益性捐赠税前扣除资格
2851	2014	绍兴市越城区人民教育基金会	Shaoxing Yuecheng People's Education Foundation	浙基证字第51084号	78182126-5	遵守国家宪法、法律法规和政策，遵守社会道德风尚，为振兴越城教育动员社会各方面力量，多渠道筹集资金，资助贫困家庭子女就学，支持各级各类学校建设，奖励优秀教师、品学兼优学生和为教育发展作出突出贡献的群体和社会各界人士，促进越城教育健康持续发展。	筹集教育基金及专项教育资金；资助贫困家庭学生；资助学校修建校舍和更新教学设备、改善办学条件；奖励先进教育工作者和优秀学生；奖励热心赞助教育的团体、人士。	公募	2005年11月01日	400万元	省级民政部门	浙江省教育厅	浙江省绍兴市越城区前观巷168号	312000	裘建儿	蒋丽英	许贤良	会计	0575-88335173	0575-88317005	xuxianliang@126.com	http://zjnpo.foundationcenter.org.cn/sxsycqrmjyjjh	0.0	0.0	0.0	0.0	10.0	未参评	公益性捐赠税前扣除资格
2852	2014	绩溪县教育基金会	Jixi Education Foundation	基证字第0029号	55329685-X	动员和鼓励各机关、企事业单位、社会团体和个人捐资奖优助学，为推动绩溪教育事业的发展，提高教育质量、培养优秀人才贡献力量。	资助、奖优、接受捐赠等	公募	2010年03月15日	400万元	省级民政部门	安徽省教育厅	安徽省宣城市绩溪县华阳镇良安路	245300	王海萍	章熙庞	王海萍	秘书长	0563-8162769	0563-8153383	18905637613@189.cn		3.0	0.0	0.0	0.0	5.0	未参评	无
2853	2014	绵阳市关心下一代基金会	Mianyang Youth Care Foundation	（川）基证字第063号	076113327	倡导爱心奉献，致力公益慈善，倾心关爱下一代，构建和谐作贡献。	1、依法开展资金募集活动2、资助贫困、病残青少年儿童健康成长3、资助和组织开展青少年儿童各种活动4、资助和组织开展有关青少年儿童健康成长的各种公益活动5、奖励优秀青少年儿童和从事关心下一代工作的优秀工作者。	公募	2013年08月07日	400万元	省级民政部门	四川省关心下一代工作委员会	四川省绵阳市涪城区子云路北段58号	621000	向赟	杨步润	岳贝佳	基金会专职工作人员	0816-2228978	0816-2228978	3130238461@qq.com		0.0	0.0	0.0	1.0	0.0	未参评	无
2854	2014	绵阳市教育基金会	Mianyang Education Foundation	（川）基证字第035号	50447794-5	接收捐赠，利用增值资金奖教助学。	资助贫困学生，奖励优秀教师，开展多种支教活动。	公募	1995年09月15日	450万元	省级民政部门	四川省教育厅	四川省绵阳市涪城区体运村路6号	621000	叶强	杨明辉	张楠	绵阳市学生资助管理中心	0816-2213237	0816-2213237	511981792@qq.com		1.0	0.0	0.0	2.0	0.0	未参评	无
2855	2014	绵阳市涪城区益生教育基金会	Mianyang Fucheng Yisheng Education Foundation	基证字531号	59505535-X	支持教育发展，为教育发展提供服务、奖教、助学。	奖励优秀师生、优秀成果；资助贫困师生；提供课题经费；开展多种支教活动。	非公募	2012年04月17日	200万元	省级民政部门	绵阳市教育局	四川省绵阳市涪城区花园南街64号	621000	缪丽娟	孔占西	杨礴	会计	0861-2351876	0861-2368991	503658975@QQ.COM	http://home.fcedu.net/list.php?fid=86	0.0	0.0	0.0	2.0	0.0	未参评	公益性捐赠税前扣除资格
2856	2014	缙云县人民教育基金会	Jinyun People's Education Foundation	浙基证字第51013号	50187733-7	开展经常性的全县助学、助教、改善办学条件活动。	资助贫困生,改善办学,奖励先进，接受单位和个人提供的资金和财产捐赠。	公募	2003年06月30日	400万元	省级民政部门	浙江省教育厅	浙江省丽水市缙云县五云镇问渔路99号（仙都中学内）	321400	朱明华	徐锡良	丁云英	出纳	0578-3122540	0578-3140655	jjh@zjjyedu.net	http://zjnpo.foundationcenter.org.cn/jyxrmjyjjh	0.0	0.0	0.0	1.0	5.0	未参评	公益性捐赠税前扣除资格
2857	2014	罗定市泗纶庭英教育基金会	Luoding Silun Tingying Education Foundation	粤基证字第0189号	56080242-3	帮助罗定市泗纶镇户籍因家庭贫困而面临失学且品学兼优的学生继续完成学业,努力营造社会各界互敬互爱、互帮互助、勤奋好学的和谐气氛。	对生活特别贫困且品学兼优的罗定市泗纶镇户籍学生进行资助；扶贫济困。	非公募	2010年08月11日	200万元	省级民政部门	广东省人民政府相关职能部门	广东省云浮市罗定市泗纶杨录村委山塘	527200	沈小敏	黄丽宇	李金玲	监事	0766-3738111	0766-3738113	LIL@feng-zhi.com		0.0	0.0	0.0	1.0	0.0	未参评	非营利组织免税资格
2858	2014	罗定市泷州教育基金会	Luoding Longzhou Education Foundation	粤基证字第0191号	56082992-5	助学、奖学，促进罗定市教育事业发展。	资助高考成绩优秀的贫困学生;奖励高考成绩特别优秀的学生和教育工作成绩突出的教师;改善教育教学环境。	非公募	2010年08月24日	300万元	省级民政部门	广东省民政厅	广东省云浮市罗定市素龙街道潭井村高楼岗	527200	黎雄贞	钟雪芳	陈凤芝	办公室主任	0766-3765952	0766-3923206	ldjjh3720668@163.com	http://ldsjjh.luoding.gov.cn/	0.0	0.0	0.0	3.0	17.0	5A	公益性捐赠税前扣除资格
2859	2014	老牛基金会	Lao Niu Foundation	基证字第J0035号	66731539-3	渡人渡己，心怀感恩；树人树木，责任天下	面向环境保护、文化教育、行业推动、救灾帮困等公益慈善事业。	非公募	2004年12月28日	200万元	省级民政部门	内蒙古自治区人民政府金融工作办公室	内蒙古自治区呼和浩特市如意区敕勒川大街东方君座F座22层（市公安局对面）	010010	雷永胜	张醒生	王瑞磊	信息主管	0471-3254911	0471-3250166	lnf@lnfund.org	http://www.lnfund.org	0.0	0.0	0.0	29.0	16.0	5A	非营利组织免税资格
2860	2014	聊城大学教育发展基金会	Liaocheng University Education Development Foundation	鲁基证字第000074号	054971187	为推动聊城大学教育事业的发展，多渠道筹集办学资金，接受企业、社会团体、个人的支持和捐助，提高教育质量和学术水平。	资助贫困学生完成学业；奖励优秀学生和优秀教师；资助学校教学和科研项目；加强国内外学术交流与科研活动；支持学校建设与发展的公益项目；按照捐赠者的意愿进行的其他资助项目。	非公募	2012年10月10日	200万元	省级民政部门	山东省教育厅	山东省聊城市东昌府区湖南路1号聊城大学办公楼A座403	252000	王希莲	李喆	蘧广震	办公室秘书	0635-8239039	0635-8239000	wangxilian@lcu.edu.cn		0.0	0.0	0.0	2.0	0.0	未参评	公益性捐赠税前扣除资格
2861	2014	聊城市牧琳爱爱心基金会	Liaocheng Mulin'ai Charity Foundation	鲁基证字第P0001号	087157202	弘扬人道主义精神，帮扶救助弱势群体，致力公益慈善事业，推动社会和谐进步。	1、资助贫困学生；2、奖励优秀医疗工作者，资助医护培训和医疗设备；3、救助贫困患者；4、资助社会福利机构设施建设；	非公募	2013年12月13日	200万元	市级民政部门	聊城市民政局	山东省聊城市东昌府区兴华东路71号	252000	孙登芝	张延安	王丽		(0635)-8321621	(0635)-8320212	eunicelove@126.com		2.0	0.0	0.0	0.0	0.0	未参评	
2862	2014	聊城市见义勇为基金会	Liaocheng Foundation for Justice and Courage	鲁基证字第000071号	599276547	维护社会正义，弘扬社会正气，促进社会公平正义	（一）宣传见义勇为先进事迹；（二）表彰见义勇为人员；（三）组织开展各种活动，推动见义勇为事业；（四）组织开展调查研究、咨询服务和对外交流；（五）开展各种形式的基金募集活动；（六）接受国内外机构或个人的自愿捐助；（七）管理和使用本会基金。	公募	2012年07月06日	400万元	省级民政部门	中共山东省委政法委员会	山东省聊城市东昌府区东昌东路76号	252000	谷月祥	唐华	刘春霞		(0635)-8228553	(0635)-8228602	lcszzb@163.com		2.0	0.0	0.0	2.0	5.0	未参评	公益性捐赠税前扣除资格
2863	2014	聊城市陈光教育基金会	Liaocheng Chenguang Education Foundation	鲁基证字第000027号	79866864-X	激励学生勤奋学习，培育英才，资助品学兼优，家庭困难的学生完成高中学业，回报家乡，回报社会，报效祖国。	奖励和资助聊城一中品学兼优，家庭困难的学生。	非公募	2007年02月08日	200万元	省级民政部门	聊城市教育局	山东省聊城市东昌府区东昌西路30号11楼	252000	郭东光	查绪坤	丁学伟	办公室主任	0635-8208666	0635-8208666	lcjgjt@163.com	http://www.lcjgjt.com	0.0	0.0	0.0	0.0	0.0	未参评	
2864	2014	肇庆市教育基金会	Zhaoqing Education Foundation	粤基证字第0086号	76291074-8	遵守国家宪法、法律、法规和政策、遵守社会道德风尚，为振兴肇庆教育，广泛动员社会各方面力量。	筹集、管理、使用基金，奖学奖教，资助困难学生。	公募	2004年03月05日	929万元	省级民政部门	广东省教育厅	广东省肇庆市端州区西江北路肇庆教育大楼北区7楼	526020	陈七	梁日宏	梁锦芳	会计	0758-2834479	0758-2834479	446551424@qq.com		0.0	0.0	0.0	0.0	0.0	未参评	公益性捐赠税前扣除资格
2865	2014	肇庆市端州区教育基金会	Zhaoqing Duanzhou  Education Foundation	粤基证字第0063号	762910844	动员社会、振兴教育;重教兴学、造福桑梓。	筹集、管理、使用基金、奖学奖教，资助困难学生。	公募	2004年04月09日	470万元	省级民政部门	肇庆市端州区教育局	广东省肇庆市端州区古塔中路2号	526040	伍少光	伦建雄	程桂忠	会计	0758-2250547	0758-2279186	zq2288170@163.com		0.0	0.0	0.0	0.0	5.0		
2866	2014	肇庆市职工解困基金会	Zhaoqing Foundation for Poverty Workers	粤基证字第0008号	76291144-1	遵守宪法、法律、法规和国家政策、遵守社会道德风尚，团结、动员社会团结、各界热心人士，发扬“互助友爱”的精神，筹集资金，救济扶助生活特别困难的职工，稳定社会，促进我市经济发展。	筹集、管理、使用资金，救济扶助生活特别困难的职工。	公募	1996年03月13日	410万元	省级民政部门	广东省总工会	广东省肇庆市端州区天宁北路76号文化宫内	526040	黄永群	桂娇	林荷穗	理事	0758-2265863	0758-2265278	52050047@qq.com								
2867	2014	肇庆市见义勇为基金会	Zhaoqing Foundation for Justice and Courage	粤基证字第0065号	725065776	激发全社会成员参与社会治安的热情，鼓励勇敢地同违法犯罪行为作斗争，促进社会稳定。	筹集、管理、使用基金，对见义勇为者进行精神、物质奖励。	公募	1994年12月03日	470万元	省级民政部门	中共肇庆市委政法委	广东省肇庆市端州区公安局大院	526060	梁庚荣	林柱凡	梁庚荣	秘书长	0758-2729488				0.0	0.0	0.0	2.0	0.0	未参评	
2868	2014	胡文虎基金会(福建)	Fujian Huwenhu Foundation	基证字第8018号	51215767-7	捐资办学	改善经济不发达地区办学条件，修桥，筑路，赈济灾区，重建装修，维护以捐给政府的省重点保护文物，永定县胡文虎纪念馆。	非公募	1993年10月01日	210万元	省级民政部门	福建省侨办	福建省福州市晋安区金鸡山路68号2—1f	350011	胡修华	林铭侃	胡修华	秘书长	0591-87333870	0591-87333870	m13600809531@163.com								非营利组织免税资格
2869	2014	腾讯公益慈善基金会	Tencent Foundation	基证字第1047号	50002061-4	致力公益慈善事业，关爱青少年成长，倡导企业公民责任，推动社会和谐进步。	专项资助、教育培训、国际合作、咨询服务。	非公募	2007年06月26日	2,000万元	民政部	民政部	广东省深圳市南山区科技中一路腾讯大厦33楼腾讯公益慈善基金会	518057	翟红新	郭凯天	窦瑞刚	秘书处/副秘书长（兼职志愿者）	0755-86013388-86175	0755-86013152-86175	reagandou@tencent.com	http://www.tencentfoundation.org	0.0	0.0	0.0	13.0	15.0	3A	公益性捐赠税前扣除资格,非营利组织免税资格
2870	2014	舟山市人民教育基金会	Zhoushan People's Education Foundation	浙基证字第51050号	50187526X	根据《中华人民共和国教育法》、《中华人民共和国义务教育法》、《中华人民共和国教师法》、《国务院关于基础教育改革与发展的决定》等有关规定，面向全社会开展募捐，接受捐赠活动，推进全社会关心和支持教育，促进我市教育事业的发展。	资助贫困学生和学校改善办学条件；奖励优秀教师和对教育事业有重大贡献者。	公募	1989年02月01日	400万元	省级民政部门	浙江省教育厅	浙江省舟山市定海区定沈路423号	316021	王永娜	王世和	袁扬	秘书长	0580-2027532	0580-2022114	wyn@zhoushan.gov.cn	http://zjnpo.foundationcenter.org.cn/zssrmjyjjh	1.0	0.0	0.0	0.0	0.0	未参评	公益性捐赠税前扣除资格
