机构ID	机构名称	数据年度	捐赠收入_限定	会费收入_限定	提供服务收入_限定	政府购买服务收入_限定	商品销售收入_限定	政府补助收入_限定	投资收益_限定	其他收入_限定	收入合计_限定	业务活动成本_限定	管理费用_限定	筹资费用_限定	其他费用_限定	费用合计_限定	限定性净资产转为非限定性净资产_限定	调整净资产_限定	净资产变动额（若为净资产减少额，以“-”号填列）_限定	捐赠收入_非限定	会费收入_非限定	提供服务收入_非限定	政府购买服务收入_非限定	商品销售收入_非限定	政府补助收入_非限定	投资收益_非限定	其他收入_非限定	收入合计_非限定	业务活动成本_非限定	管理费用_非限定	筹资费用_非限定	其他费用_非限定	费用合计_非限定	限定性净资产转为非限定性净资产_非限定	调整净资产_非限定	净资产变动额（若为净资产减少额，以“-”号填列）_非限定
3299	鸡西市残疾人福利基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	19,100.00	0.00	0.00	0.00	0.00	0.00	0.00	4,606.75	23,706.75	60,200.00	3,619.50	0.00	0.00	63,819.50	0.00		0.00
3300	鹤岗市检察人员救助基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	150,000.00	0.00	0.00	0.00	0.00	0.00	0.00	203,053.89	353,053.89	352,611.00	34,223.90	0.00	639.96	387,474.86	0.00		-34,420.97
3301	黄冈市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	200,000.00	0.00	350,711.61	550,711.61	208,985.56	20,977.50	0.00	66,731.60	296,694.66	0.00		254,016.95
3302	黄冈市青少年发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	5,204,286.55	0.00	0.00	0.00	0.00	0.00	0.00	99,059.88	5,303,346.43	4,756,774.60	85,219.30	13,907.90	0.00	4,855,901.80	0.00		447,444.63
3303	黄奕聪慈善基金会	2014	149,300.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	149,300.00	181,600.00	0.00	0.00	0.00	181,600.00	0.00		-32,300.00	3,600,000.00	0.00	0.00	0.00	0.00	0.00	782,995.73	88,643.18	4,471,638.91	3,966,606.23	376,127.76	0.00	0.00	4,342,733.99	0.00		128,904.92
3306	黑龙江中医药大学教育发展基金会	2014	2,293,268.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,293,268.00	259,500.00	0.00	0.00	0.00	259,500.00	0.00		2,033,768.00	90,000.00	0.00	0.00	0.00	0.00	0.00	0.00	18,343.27	108,343.27	0.00	4,000.00	0.00	0.00	4,000.00	0.00		104,343.27
3307	黑龙江垦区一戎水稻科技奖励基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	438,994.40	438,994.40	310,020.00	13,028.00	0.00	0.00	323,048.00	0.00		115,946.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00
3308	黑龙江大学教育发展基金会	2014	982,786.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	982,786.25	262,967.25	0.00	0.00	0.00	262,967.25	0.00		719,819.00	95,500.00	0.00	0.00	0.00	0.00	0.00	0.00	14,588.02	110,088.02	416,695.76	1,578.50	105.00	0.00	418,379.26	0.00		308,291.24
3309	黑龙江工程学院教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,767.96	4,767.96	10,000.00	1,865.50	0.00	0.00	11,865.50	0.00		-7,097.54
3310	黑龙江恢先地震工程学基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	150,000.00	0.00	0.00	0.00	0.00	0.00	299,464.55	140,840.72	590,305.27	59,634.00	360.00	0.00	80.00	60,074.00	0.00		530,231.27
3311	黑龙江省东北林业大学教育发展基金会	2014	1,600,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,600,000.00	1,384,965.60	0.00	0.00	0.00	1,384,965.60	0.00		215,034.40	300.00	0.00	0.00	0.00	0.00	0.00	0.00	25,367.06	25,667.06	0.00	44,774.46	0.00	0.00	44,774.46	0.00		-19,107.40
3312	黑龙江省东北石油大学教育发展基金会	2014	618,234.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	618,234.00	492,300.00	0.00	0.00	0.00	492,300.00	0.00		125,934.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	73,070.35	73,070.35	0.00	5,865.50	0.00	0.00	5,865.50	0.00		67,204.85
3313	黑龙江省中华文化发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	2,540,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,540,000.00	2,544,346.00	3,973.00	0.00	0.00	2,548,319.00	0.00		-8,319.00
3317	黑龙江省佳木斯大学教育发展基金会	2014	170,000.00	0.00	0.00	0.00	0.00	0.00	0.00	77,428.82	247,428.82	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	341,159.00	0.00	0.00	735.00	341,894.00	0.00		0.00
3319	黑龙江省公安民警英烈基金会	2014	1,500,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,500,000.00	0.00	0.00	0.00	0.00	0.00	-1,500,000.00		0.00	185,000.00	0.00	0.00	0.00	0.00	0.00	0.00	1,501,513.36	1,686,513.36	3,638,206.00	8,904.00	2,260.20	0.00	3,649,370.20	1,500,000.00		-462,856.84
3320	黑龙江省华侨经济文化基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	3,075,000.00	0.00	0.00	0.00	0.00	0.00	0.00	3,672.96	3,078,672.96	1,340,000.00	241,826.82	0.00	0.00	1,581,826.82	0.00		1,715,946.14
3322	黑龙江省哈尔滨师范大学附属中学教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,071,870.00	0.00	0.00	0.00	0.00	0.00	0.00	12,162.81	1,084,032.81	118,850.00	13,544.00	0.00	0.00	132,394.00	0.00		951,638.81
3323	黑龙江省大庆市妇女儿童基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	839,176.00	0.00	0.00	0.00	0.00	317,000.00	14,794.52	336,974.05	1,507,944.57	1,026,843.86	7,266.66	0.00	0.00	1,034,110.52	0.00		0.00
3325	黑龙江省妇女儿童基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	3,018,721.99	0.00	0.00	0.00	0.00	0.00	131,245.86	9,698.13	3,159,665.98	2,733,229.50	54,427.50	259.00	2,176.12	2,790,092.12	0.00		369,573.86
3327	黑龙江省残疾人福利基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	9,683,332.65	0.00	0.00	0.00	0.00	0.00	0.00	199,836.08	9,883,168.73	7,541,501.65	694,744.99	0.00	0.00	8,236,246.64	0.00		1,646,922.09
3328	黑龙江省求真经济研究基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,697.96	6,697.96	1,000,000.00	2,251.00	0.00	0.00	1,002,251.00	0.00		-995,553.04
3329	黑龙江省玛克威慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	170,000.00	0.00	0.00	0.00	0.00	0.00	0.00	7,115.03	177,115.03	172,800.00	1,910.00	0.00	0.00	174,710.00	0.00		2,405.03
3332	黑龙江省见义勇为奖励基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00
3333	黑龙江省青少年发展基金会	2014	20,917,639.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20,917,639.32	0.00	0.00	0.00	0.00	0.00	-21,941,698.60		-1,024,059.28	0.00	0.00	0.00	0.00	0.00	0.00	1,193,602.72	368,662.39	1,562,265.11	22,041,698.60	736,050.23	89,395.10	61,651.20	22,928,795.13	21,941,698.60		575,168.58
3334	黑龙江省青年创业就业基金会	2014	1,220,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,220,000.00	1,080,000.00	0.00	0.00	0.00	1,080,000.00	0.00		140,000.00	200,000.00	0.00	0.00	0.00	0.00	0.00	0.00	734.15	200,734.15	77,549.00	108,246.94	0.00	89.50	185,885.44	0.00		14,848.71
3335	黑龙江省齐齐哈尔医学院教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	627,940.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	627,940.00	40,620.00	2,819.00	-11,437.26	0.00	32,001.74	0.00		595,938.26
3336	黑龙江省齐齐哈尔市公安民警救助基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	240,000.00	0.00	0.00	0.00	0.00	0.00	0.00	131,676.35	371,676.35	763,300.00	11,218.00	0.00	0.00	774,518.00	0.00		-402,841.65
3337	黑龙江省齐齐哈尔市残疾人福利基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	947,978.50	0.00	0.00	0.00	0.00	0.00	0.00	148,179.16	1,096,157.66	783,375.60	63,617.24	0.00	0.00	846,992.84	0.00		249,164.82
3338	黑龙江飞鹤乳业有限公司助学基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	456,125.90	456,125.90	268,000.00	26,506.10	0.00	0.00	294,506.10	0.00		161,619.80
3339	齐齐哈尔大学教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	848,192.40	0.00	0.00	0.00	0.00	0.00	0.00	8,017.05	856,209.45	749,384.50	75,727.48	1,356.00	0.00	826,467.98	0.00		29,741.47
3340	齐齐哈尔工程学院教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,000,000.00	1,001,026.50	1,760.00	-6,179.14	0.00	996,607.36	0.00		3,392.64
3342	龙岩市新罗区林国仁教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,016,225.42	1,016,225.42	994,000.00	49,007.50	0.00	0.00	1,043,007.50	0.00		-26,782.08
3344	龙游县人民教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	2,572,852.00	0.00	0.00	0.00	0.00	0.00	0.00	164,721.24	2,737,573.24	1,262,682.00	3,782.00	0.00	0.00	1,266,464.00	0.00		1,471,109.24
3347	东莞市教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	740,000.00	0.00	0.00	0.00	0.00	0.00	1,015,550.82	120,381.89	1,875,932.71	1,456,800.00	83,172.00	0.00	0.00	1,539,972.00	0.00		335,960.71
3348	宁夏银川大学教育发展基金会	2014	1,000,000.00	0.00	0.00	0.00	0.00	16,413,500.00	0.00	0.00	17,413,500.00	13,204,014.80	0.00	0.00	0.00	13,204,014.80	0.00		4,209,485.20	46,014.80	0.00	0.00	0.00	0.00	0.00	0.00	4,746.02	50,760.82	6,000.00	64,526.20	0.00	0.00	70,526.20	0.00		-19,765.38
3350	宁夏回族自治区残疾人福利基金会	2014	6,706,283.93	0.00	3,665,400.00	0.00	0.00	500,000.00	0.00	111,068.62	10,982,752.55	5,374,818.80	313,458.03	0.00	0.00	5,688,276.83	0.00		52,941,475.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00
3351	广东省绿景慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	200,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	200,000.00	200,000.00	2,000.00	-8,043.09	7,360.83	201,317.74	0.00		-1,317.74
3352	宁夏科技创业基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	6,000.00	0.00	0.00	0.00	0.00	0.00	0.00	421,477.21	427,477.21	340,000.00	66,138.67	0.00	0.00	406,138.67	0.00		21,338.54
3353	广东省南粤广播电视发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	2,700,000.00	0.00	0.00	0.00	0.00	0.00	0.00	197,112.17	2,897,112.17	943,750.00	39,883.00	0.00	0.00	983,633.00	0.00		1,913,479.17
3354	宁夏煤炭职工扶贫济困基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	5,259,358.00	0.00	0.00	0.00	0.00	0.00	0.00	23,807.47	5,283,165.47	1,680,900.00	3,025.00	784.45	0.00	1,684,709.45	0.00		3,598,456.02
3355	深圳市教育发展基金会	2014	4,453,153.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,453,153.22	2,059,071.40	0.00	0.00	0.00	2,059,071.40	0.00		2,571,016.27	29,808.66	0.00	0.00	0.00	0.00	0.00	2,238,365.22	66,145.81	2,334,319.69	9,782,996.47	193,378.07	50,408.90	133,013.66	10,159,797.10	0.00		-7,825,477.41
3356	宁夏青少年发展基金会	2014	25,641,472.78	0.00	0.00	0.00	0.00	0.00	0.00	22,000.00	25,663,472.78	25,570,396.50	0.00	0.00	0.00	25,570,396.50	0.00		93,076.28	168,205.86	0.00	0.00	0.00	0.00	0.00	0.00	833,398.31	1,001,604.17	0.00	458,243.99	3,315.64	0.00	461,559.63	0.00		540,044.54
3357	宁夏文学艺术基金会	2014	0.00	0.00	0.00	0.00	0.00	1,100,000.00	0.00	0.00	1,100,000.00	0.00	0.00	0.00	0.00	0.00	0.00		1,100,000.00	0.00	474,848.05	871,894.60	0.00	0.00	0.00	0.00	57,040.42	1,403,783.07	783,917.42	47,722.97	0.00	0.00	831,640.39	0.00		572,142.68
3358	宁夏医学科研教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	40,000.00	0.00	0.00	0.00	0.00	0.00	0.00	20,317.37	60,317.37	612,227.65	3,441.50	0.00	0.00	615,669.15	0.00		-555,351.78
3359	惠来县教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,544,500.00	0.00	0.00	0.00	0.00	320,000.00	57,850.00	4,505.57	1,926,855.57	1,627,402.04	60,866.60	0.00	0.00	1,688,268.64	0.00		238,586.93
3360	宁夏回族自治区见义勇为基金会	2014	1,340,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,340,000.00	0.00	0.00	0.00	0.00	0.00	0.00		1,340,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	132,709.60	132,709.60	48,000.00	365.50	0.00	0.00	48,365.50	0.00		84,344.10
3361	宁夏回族自治区扶贫基金会	2014	20,000,000.00	0.00	0.00	0.00	0.00	354,392.00	0.00	0.00	20,354,392.00	2,000,000.00	354,392.00	0.00	0.00	2,354,392.00	0.00		18,000,000.00	914,061.20	0.00	0.00	0.00	0.00	338,163.00	0.00	158,149.32	1,410,373.52	1,018,877.00	193,973.06	0.00	0.00	1,212,850.06	0.00		197,523.46
3363	深圳市社会福利基金会	2014	1,050,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,050,000.00	1,191,246.65	0.00	0.00	0.00	1,191,246.65	0.00		-141,246.65	208,335.00	0.00	0.00	0.00	0.00	0.00	0.00	2,226.76	210,561.76	876,376.93	36,515.34	300.00	0.00	913,192.27	0.00		-702,630.51
3364	宁夏回族自治区妇女儿童发展基金会	2014	7,323,388.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7,323,388.87	3,699,950.36	0.00	0.00	0.00	3,699,950.36	0.00		3,623,438.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	253,292.21	253,292.21	0.00	173,389.44	0.00	0.00	173,389.44	0.00		79,902.77
3365	宁夏回族自治区公安民警英烈基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	60,000.00	0.00	0.00	0.00	0.00	178,800.00	0.00	30,014.91	268,814.91	546,298.40	49,441.50	0.00	0.00	595,739.90	0.00		326,924.99
3366	深圳市社会公益基金会	2014	3,631,489.72	0.00	0.00	0.00	0.00	4,500,000.00	0.00	0.00	8,131,489.72	0.00	0.00	0.00	0.00	0.00	-8,004,244.95		127,244.77	45,018.50	0.00	0.00	0.00	0.00	0.00	0.00	108,517.63	153,536.13	8,151,618.77	696,531.46	2,698.20	30.92	8,850,879.35	8,004,244.95		-693,098.27
3367	深圳市拥军优属基金会	2014	0.00	0.00	0.00	0.00	0.00	12,987,500.00	0.00	0.00	12,987,500.00	11,511,751.50	75,300.00	0.00	0.00	11,587,051.50	0.00		1,412,351.31	1,218,000.00	0.00	0.00	0.00	0.00	0.00	0.00	7,097.47	1,225,097.47	1,261,000.00	100.00	0.00	0.00	1,261,100.00	0.00		-36,002.53
3369	宁夏银川市残疾人福利基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	5,000.00	0.00	0.00	0.00	0.00	0.00	0.00	5,357.56	10,357.56	7,980.00	2,000.00	0.00	0.00	9,980.00	0.00		377.56
3370	银川市人民群众见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17,822.03	17,822.03	0.00	0.00	0.00	0.00	0.00	0.00		17,822.03	0.00	0.00	0.00	0.00	0.00	11,000.00	0.00	66.70	11,066.70	41,500.00	4,525.24	15,950.00	0.00	61,975.24	0.00		-50,908.54
3371	宁夏盐池教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	50,000.00	0.00	0.00	0.00	0.00	2,120,000.00	0.00	336,471.91	2,506,471.91	3,367,733.00	129,831.00	0.00	0.00	3,497,564.00	0.00		915,021.18
3372	广东省文物保护基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	345,780.00	0.00	0.00	0.00	0.00	0.00	0.00	49,894.63	395,674.63	214,653.00	14,229.00	0.00	1,088.80	229,970.80	0.00		165,703.83
3374	新疆妇女儿童发展基金会	2014	20,968,088.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20,968,088.79	16,809,294.68	0.00	0.00	0.00	16,809,294.68	-538,870.20		3,619,923.91	10,758.00	0.00	0.00	0.00	0.00	0.00	349,008.49	278,320.24	638,086.73	0.00	161,178.77	0.00	0.00	161,178.77	538,870.20		1,015,778.16
3375	广东省林若熹艺术基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,868.44	3,868.44	502,052.00	18,321.51	0.00	0.00	520,373.51	0.00		-516,505.07
3376	深圳市弘法寺慈善功德基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,756,950.15	0.00	0.00	0.00	0.00	0.00	0.00	13,987.48	1,770,937.63	3,136,031.70	291,483.73	0.00	20.00	3,427,535.43	0.00		-1,656,597.80
3377	新疆巴音郭楞蒙古自治州送温暖工程基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	3,850,000.00	0.00	4,041.62	3,854,041.62	3,976,830.00	3,605.40	0.00	10,000.00	3,990,435.40	0.00		-136,393.78
3378	新疆维吾尔自治区残疾人福利基金会	2014	8,051,047.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8,051,047.81	1,141,061.25	0.00	0.00	508,750.00	1,649,811.25	0.00		0.00	130,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	130,000.00	0.00	121,385.50	-25,542.66	0.00	95,842.84	0.00		0.00
3379	广东省骏安慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,936.87	1,936.87	180,000.00	2,710.00	0.00	703.50	183,413.50	0.00		-181,476.63
3380	广东省大成慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	245,500.00	0.00	0.00	0.00	0.00	0.00	604,409.34	622,702.50	1,472,611.84	2,577,357.00	77,123.92	0.00	-413,760.22	2,240,720.70	0.00		-768,108.86
3382	深圳市腾邦慈善基金会	2014	14,850,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14,850,000.00	13,350,000.00	0.00	0.00	0.00	13,350,000.00	0.00		1,500,000.00	320,000.00	0.00	0.00	0.00	3.00	0.00	0.00	8,932.33	328,935.33	0.00	9,814.00	0.00	1,297.36	11,111.36	0.00		317,823.97
3383	广东省广东警官学院教育发展基金会	2014	4,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,000.00	4,000.00	0.00	0.00	0.00	4,000.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20,170.58	20,170.58	1,363,250.00	5,475.50	0.00	0.00	1,368,725.50	0.00		-1,348,554.92
3385	广东省妇女儿童基金会	2014	16,732,297.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16,732,297.75	17,093,176.59	0.00	0.00	0.00	17,093,176.59	0.00		-360,878.84	366,514.41	0.00	0.00	0.00	0.00	333,000.00	0.00	1,768,983.07	2,468,497.48	468,082.44	474,613.04	33,401.70	0.00	976,097.18	0.00		1,492,400.30
3388	新疆维吾尔自治区老龄事业发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	147,232.58	147,232.58	134,505.00	93,763.77	36,008.81	0.00	264,277.58	0.00		-117,045.00
3389	新疆维吾尔自治区青少年发展基金会	2014	11,264,985.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11,264,985.71	8,933,410.36	0.00	0.00	0.00	8,933,410.36	0.00		2,331,575.35	0.00	0.00	0.00	0.00	0.00	803,208.80	462,784.24	116,124.55	1,382,117.59	0.00	952,664.57	0.00	0.00	952,664.57	0.00		429,453.02
3391	乌鲁木齐市见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	593,396.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	593,396.99	439,376.72	191,142.37	-275,987.96	0.00	354,531.13	0.00		238,865.86
3395	新疆维吾尔自治区送温暖工程基金会	2014	0.00	0.00	0.00	0.00	0.00	6,000,000.00	0.00	13,784.02	6,013,784.02	9,978,560.00	0.00	0.00	9,526.50	9,988,086.50	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00
3396	新疆维吾尔自治区自然生态保护基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	399,623.58	0.00	399,623.58	214,783.45	156,756.75	-435.51	25,985.17	397,089.86	0.00		2,533.72
3397	援助西藏发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	14,397,235.28	0.00	0.00	0.00	0.00	0.00	0.00	24,435.46	14,421,670.74	14,250,988.80	0.00	650,000.00	0.00	14,900,988.80	634,183.64		154,865.58
3398	重庆市彭水王应田教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	228,804.82	157,789.83	386,594.65	306,000.00	30,398.55	0.00	0.00	336,398.55	0.00		50,196.10
3399	重庆市扶贫基金会	2014	41,214,887.10	0.00	0.00	0.00	0.00	1,100,000.00	0.00	0.00	42,314,887.10	34,320,483.60	0.00	0.00	0.00	34,320,483.60	-444,499.50		7,549,904.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	585,957.67	585,957.67	38,700.00	342,904.56	1,445.04	0.00	383,049.60	444,499.50		647,407.57
3400	重庆孤残儿童援助基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	1,110,611.00	0.00	0.00	0.00	0.00	0.00	404,739.64	5,203.81	1,520,554.45	1,037,300.50	77,771.22	0.00	0.00	1,115,071.72	0.00		405,482.73
3401	广东省陈绍常慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	4,636,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,636,000.00	3,969,885.49	294,845.24	357,161.14	294,845.24	4,916,737.11	0.00		0.00
3402	东莞市金胜教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		0.00	175,000.00	0.00	0.00	0.00	0.00	0.00	0.00	6,582.72	181,582.72	313,700.00	7,541.96	0.00	0.00	321,241.96	0.00		-139,659.24
