机构ID	机构名称	数据年度	接受捐赠收到的现金	收取会员费收到的现金	提供服务收到的现金	销售商品收到的现金	政府补贴收到的现金	收到的与其他业务有关的现金	业务活动现金流入小计	提供捐赠或者资助支付的现金	支付给员工以及员工支付的现金	购买商品接受服务支付的现金	支付的其他与业务有关的现金	业务活动现金流出小计	业务活动产生的现金净流量	收回投资所收到的现金	取得投资收益所收到的现金	处置固定资产和无形资产所收回的现金	收到的其他与投资有关的现金	投资活动现金流入小计	购建固定资产和无形资产所支付的现金	对外投资所支付的现金	支付的其他与投资活动有关的现金	投资活动现金流出小计	投资活动产生的现金流量净额	借款所收到的现金	收到的其他与筹资活动有关的现金	筹资活动现金流入小计	偿还借款所支付的现金	偿还利息所支付的现金	支付的其他与筹资活动有关的现金	筹资活动现金流出小计	筹措活动产生的现金流量净额	汇率变动对现金的影响	现金及现金等价物净增加额
3302	黄冈市青少年发展基金会	2014	5,199,286.55	0.00	0.00	0.00	0.00	99,059.88	5,298,346.43	4,756,774.60	13,012.50	0.00	83,846.00	4,853,633.10	444,713.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	444,713.33
3303	黄奕聪慈善基金会	2014	3,746,900.00	0.00	0.00	0.00	0.00	106,056.03	3,852,956.03	4,141,175.83	372,905.68	23,805.00	7,600.28	4,545,486.79	-692,530.76	28,000,000.00	782,995.73	0.00	0.00	28,782,995.73	0.00	29,000,000.00	0.00	29,000,000.00	-217,004.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-909,535.03
3306	黑龙江中医药大学教育发展基金会	2014	2,383,268.00	0.00	0.00	0.00	0.00	18,343.27	2,401,611.27	259,500.00	0.00	0.00	4,000.00	263,500.00	2,138,111.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,138,111.27
3307	黑龙江垦区一戎水稻科技奖励基金会	2014	0.00	0.00	0.00	0.00	0.00	438,994.40	438,994.40	310,020.00	8,000.00	5,028.00	0.00	323,048.00	115,946.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	115,946.40
3308	黑龙江大学教育发展基金会	2014	1,078,286.25	0.00	0.00	0.00	0.00	27,271.02	1,105,557.27	679,663.01	0.00	0.00	41,683.50	721,346.51	384,210.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	384,210.76
3309	黑龙江工程学院教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	4,767.96	4,767.96	10,000.00	0.00	0.00	1,865.50	11,865.50	-7,097.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-7,097.54
3310	黑龙江恢先地震工程学基金会	2014	150,000.00	0.00	0.00	0.00	0.00	140,840.72	290,840.72	55,600.00	0.00	0.00	54,474.00	110,074.00	180,766.72	2,299,464.55	0.00	0.00	0.00	2,299,464.55	0.00	0.00	0.00	0.00	2,299,464.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,480,231.27
3311	黑龙江省东北林业大学教育发展基金会	2014	1,600,300.00	0.00	0.00	0.00	0.00	213,367.06	1,813,667.06	1,384,965.60	0.00	0.00	302,774.46	1,687,740.06	125,927.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	125,927.00
3312	黑龙江省东北石油大学教育发展基金会	2014	618,234.00	0.00	0.00	0.00	0.00	73,070.35	691,304.35	492,300.00	0.00	0.00	5,865.50	498,165.50	193,138.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	193,138.85
3313	黑龙江省中华文化发展基金会	2014	2,540,000.00	0.00	0.00	0.00	0.00	0.00	2,540,000.00	1,840,000.00	0.00	0.00	708,319.00	2,548,319.00	-8,319.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10,000.00	0.00	10,000.00	0.00	0.00	0.00	0.00	10,000.00	0.00	1,681.00
3317	黑龙江省佳木斯大学教育发展基金会	2014	170,000.00	0.00	0.00	0.00	0.00	77,428.82	247,428.82	341,159.00	0.00	0.00	735.00	341,894.00	-94,465.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-94,465.18
3319	黑龙江省公安民警英烈基金会	2014	1,685,000.00	0.00	0.00	0.00	0.00	1,501,513.36	3,186,513.36	3,285,000.00	3,600.00	3,500.00	357,270.20	3,649,370.20	-462,856.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-462,856.84
3320	黑龙江省华侨经济文化基金会	2014	0.00	3,075,700.00	0.00	0.00	3,672.96	0.00	3,079,372.96	690,000.00	0.00	22,726.82	650,700.00	1,363,426.82	1,715,946.14	0.00	0.00	0.00	0.00	0.00	219,100.00	0.00	0.00	219,100.00	-219,100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,496,846.14
3322	黑龙江省哈尔滨师范大学附属中学教育发展基金会	2014	1,071,870.00	0.00	0.00	0.00	0.00	12,162.81	1,084,032.81	118,850.00	0.00	0.00	13,544.00	132,394.00	951,638.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	951,638.81
3323	黑龙江省大庆市妇女儿童基金会	2014	839,176.00	0.00	0.00	0.00	317,000.00	1,036,974.05	2,193,150.05	1,026,843.86	0.00	0.00	0.00	1,026,843.86	1,166,306.19	1,000,000.00	14,794.52	0.00	0.00	1,014,794.52	0.00	1,000,000.00	0.00	1,000,000.00	14,794.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,181,100.71
3325	黑龙江省妇女儿童基金会	2014	3,018,721.99	0.00	0.00	0.00	0.00	9,698.13	3,028,420.12	2,733,229.50	53,350.00	56,197.60	3,253.62	2,846,030.72	182,389.40	0.00	131,245.86	0.00	0.00	131,245.86	0.00	0.00		0.00	131,245.86	0.00	0.00	0.00	0.00	0.00	259.00	259.00	-259.00	0.00	313,376.26
3327	黑龙江省残疾人福利基金会	2014	9,683,332.65	0.00	0.00	0.00	0.00	199,836.08	9,883,168.73	0.00	310,484.52	652,439.00	321,492.67	1,284,416.19	8,598,752.54	0.00	0.00	0.00	0.00	0.00	14,500.00	0.00	0.00	14,500.00	-14,500.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8,584,252.54
3328	黑龙江省求真经济研究基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,004,591.40	1,004,591.40	-1,004,591.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,733.46	6,733.46	0.00	0.00	35.50	35.50	6,697.96	0.00	-997,893.44
3329	黑龙江省玛克威慈善基金会	2014	170,000.00	0.00	0.00	0.00	0.00	7,115.03	177,115.03	172,800.00	0.00	0.00	1,910.00	174,710.00	2,405.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,678.00	0.00	0.00	1,678.00	-1,678.00	0.00	727.03
3332	黑龙江省见义勇为奖励基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3333	黑龙江省青少年发展基金会	2014	20,917,639.32	0.00	0.00	0.00	0.00	1,073,502.87	21,991,142.19	22,041,698.60	139,658.00	0.00	606,038.63	22,787,395.23	-796,253.04	27,940,514.56	1,193,602.72	0.00	0.00	29,134,117.28	18,510.00	27,843,602.72	0.00	27,862,112.72	1,272,004.56	0.00	0.00	0.00	0.00	0.00	89,395.10	89,395.10	-89,395.10	0.00	386,356.42
3334	黑龙江省青年创业就业基金会	2014	1,420,000.00	0.00	0.00	0.00	0.00	734.15	1,420,734.15	1,157,549.00	39,370.28	0.00	89,374.31	1,286,293.59	134,440.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	134,440.56
3335	黑龙江省齐齐哈尔医学院教育发展基金会	2014	627,940.00	0.00	0.00	0.00	0.00	11,437.26	639,377.26	40,620.00	0.00	0.00	0.00	40,620.00	598,757.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	598,757.26
3336	黑龙江省齐齐哈尔市公安民警救助基金会	2014	240,000.00	0.00	0.00	0.00	0.00	131,676.35	371,676.35	763,300.00	0.00	0.00	4,368.00	767,668.00	-395,991.65	0.00	0.00	0.00	0.00	0.00	6,850.00	0.00	0.00	6,850.00	-6,850.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-402,841.65
3337	黑龙江省齐齐哈尔市残疾人福利基金会	2014	947,978.50	0.00	0.00	0.00	0.00	148,179.16	1,096,157.66	783,375.00	0.00	44,935.00	0.00	828,310.00	267,847.66	0.00	0.00	0.00	0.00	0.00	34,650.00	0.00	0.00	34,650.00	-34,650.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	233,197.66
3338	黑龙江飞鹤乳业有限公司助学基金会	2014	0.00	0.00	0.00	0.00	0.00	456,787.90	456,787.90	268,000.00	0.00	0.00	26,506.10	294,506.10	162,281.80	0.00	0.00	0.00	9,760,000.00	9,760,000.00	0.00	0.00	10,000,000.00	10,000,000.00	-240,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-77,718.20
3339	齐齐哈尔大学教育发展基金会	2014	848,192.40	0.00	0.00	0.00	0.00	8,017.05	856,209.45	749,384.50	0.00	0.00	13,328.00	762,712.50	93,496.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,356.00	1,356.00	-1,356.00	0.00	92,140.95
3340	齐齐哈尔工程学院教育发展基金会	2014	1,000,000.00	0.00	0.00	0.00	0.00	6,204.14	1,006,204.14	1,000,000.00	0.00	0.00	2,857.89	1,002,857.89	3,346.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,346.25
3342	龙岩市新罗区林国仁教育基金会	2014	0.00	0.00	0.00	0.00	0.00	16,225.42	16,225.42	278,000.00	36,938.50	12,069.00	0.00	327,007.50	-310,782.08	0.00	1,000,000.00	0.00	0.00	1,000,000.00	0.00	0.00	0.00	0.00	1,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	689,217.92
3344	龙游县人民教育基金会	2014	2,572,852.00	0.00	0.00	0.00	0.00	184,721.24	2,757,573.24	1,257,882.00	4,800.00	3,782.00	0.00	1,266,464.00	1,491,109.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,491,109.24
3347	东莞市教育基金会	2014	740,000.00	0.00	0.00	0.00	0.00	7,257,081.89	7,997,081.89	1,370,800.00	76,300.00	0.00	99,872.00	1,546,972.00	6,450,109.89	0.00	1,015,550.82	0.00	0.00	1,015,550.82	0.00	12,100,000.00	0.00	12,100,000.00	-11,084,449.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4,634,339.29
3348	宁夏银川大学教育发展基金会	2014	1,046,014.80	0.00	0.00	0.00	16,413,500.00	4,746.02	17,464,260.82	13,210,014.80	0.00	4,554,840.00	32,030.20	17,796,885.00	-332,624.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-332,624.18
3350	宁夏回族自治区残疾人福利基金会	2014	0.00	0.00	3,552,380.00	0.00	500,000.00	111,575.35	4,163,955.35	3,505,953.30	133,973.80	0.00	80,615.74	3,720,542.84	443,412.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	443,412.51
3351	广东省绿景慈善基金会	2014	200,000.00	0.00	0.00	0.00	0.00	0.00	200,000.00	200,000.00	0.00	0.00	10,237.79	210,237.79	-10,237.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8,920.05	8,920.05	0.00	0.00	0.00	0.00	8,920.05	0.00	-1,317.74
3352	宁夏科技创业基金会	2014	6,000.00	0.00	0.00	0.00	0.00	721,477.21	727,477.21	340,000.00	51,350.00	0.00	14,788.67	406,138.67	321,338.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	321,338.54
3353	广东省南粤广播电视发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3354	宁夏煤炭职工扶贫济困基金会	2014	5,259,358.00	0.00	0.00	0.00	0.00	23,807.47	5,283,165.47	1,680,900.00	0.00	0.00	3,809.45	1,684,709.45	3,598,456.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3,598,456.02
3355	深圳市教育发展基金会	2014	4,482,961.88	0.00	0.00	0.00	0.00	60,615,326.36	65,098,288.24	11,842,067.87	791,713.25	0.00	29,099,398.22	41,733,179.34	23,365,108.90	0.00	2,238,365.22	0.00	0.00	2,238,365.22	3,080.00	0.00	0.00	3,080.00	2,235,285.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25,600,394.12
3356	宁夏青少年发展基金会	2014	25,809,678.64	0.00	0.00	0.00	0.00	855,398.31	26,665,076.95	25,570,396.50	130,265.09	0.00	399,331.01	26,099,992.60	565,084.35	0.00	0.00	0.00	0.00	0.00	35,213.67	0.00	0.00	35,213.67	-35,213.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	529,870.68
3357	宁夏文学艺术基金会	2014	0.00	474,848.05	871,894.60	0.00	1,100,000.00	67,040.42	2,513,783.07	783,917.42	8,000.00	252.00	36,461.30	828,630.72	1,685,152.35	0.00	0.00	0.00	0.00	0.00	3,000.00	0.00	0.00	3,000.00	-3,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,682,152.35
3358	宁夏医学科研教育基金会	2014	40,000.00	0.00	0.00	0.00	0.00	0.00	40,000.00	615,669.15	0.00	0.00	0.00	615,669.15	-575,669.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20,317.37	20,317.37	0.00	0.00	0.00	0.00	20,317.37	0.00	-555,351.78
3359	惠来县教育基金会	2014	1,544,500.00	0.00	0.00	0.00	320,000.00	4,505.57	1,869,005.57	1,627,402.04	0.00	0.00	60,866.60	1,688,268.64	180,736.93	0.00	57,850.00	0.00	0.00	57,850.00	0.00	0.00	0.00	0.00	57,850.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	238,586.93
3360	宁夏回族自治区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	132,709.60	132,709.60	48,000.00	0.00	0.00	365.50	48,365.50	84,344.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	84,344.10
3361	宁夏回族自治区扶贫基金会	2014	20,914,061.20	0.00	0.00	0.00	692,555.00	4,050,263.86	25,656,880.06	3,018,877.00	434,340.56	0.00	78,219.15	3,531,436.71	22,125,443.35	0.00	0.00	500.00	0.00	500.00	980.00	0.00	0.00	980.00	-480.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22,124,963.35
3363	深圳市社会福利基金会	2014	1,258,335.00	0.00	0.00	0.00	0.00	4,839,269.90	6,097,604.90	1,830,630.55	236,993.03	36,915.34	4,770,947.58	6,875,486.50	-777,881.60	0.00	0.00	0.00	0.00	0.00	5,260.00	0.00	0.00	5,260.00	-5,260.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-783,141.60
3364	宁夏回族自治区妇女儿童发展基金会	2014	7,323,388.87	0.00	0.00	0.00	0.00	3,225,730.61	10,549,119.48	3,527,950.36	53,397.64	0.00	59,344.00	3,640,692.00	6,908,427.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6,908,427.48
3365	宁夏回族自治区公安民警英烈基金会	2014	60,000.00	0.00	0.00	0.00	178,800.00	30,014.91	268,814.91	546,298.40	40,951.00	19,600.00	8,490.50	615,339.90	-346,524.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-346,524.99
3366	深圳市社会公益基金会	2014	3,676,508.22	0.00	0.00	0.00	4,500,000.00	168,517.63	8,345,025.85	6,592,397.99	576,651.84	0.00	1,754,726.57	8,923,776.40	-578,750.55	0.00	0.00	0.00	0.00	0.00	6,698.00	0.00	0.00	6,698.00	-6,698.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-585,448.55
3367	深圳市拥军优属基金会	2014	1,218,000.00	0.00	0.00	0.00	12,987,500.00	19,000.28	14,224,500.28	0.00	0.00	0.00	12,848,007.86	12,848,007.86	1,376,492.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,376,492.42
3369	宁夏银川市残疾人福利基金会	2014	5,000.00	0.00	0.00	0.00	0.00	5,357.56	10,357.56	7,980.00	0.00	0.00	2,000.00	9,980.00	377.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	377.56
3370	银川市人民群众见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	28,888.73	28,888.73	41,000.00	800.00	0.00	18,450.00	60,250.00	-31,361.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-31,361.27
3371	宁夏盐池教育发展基金会	2014	50,000.00	0.00	0.00	0.00	2,140,000.00	316,471.91	2,506,471.91	3,315,000.00	64,500.00	0.00	93,164.00	3,472,664.00	-966,192.09	0.00	0.00	0.00	0.00	0.00	24,900.00	0.00	0.00	24,900.00	-24,900.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-991,092.09
3372	广东省文物保护基金会	2014	345,780.00	0.00	0.00	0.00	0.00	49,894.63	395,674.63	214,653.00	0.00	0.00	15,317.80	229,970.80	165,703.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	165,703.83
3374	新疆妇女儿童发展基金会	2014	15,226,112.87	0.00	0.00	0.00	0.00	16,500.00	15,242,612.87	15,242,612.87	11,056,560.76	100,967.47	7,410.00	26,407,551.10	-11,164,938.23	24,559,452.06	349,008.49	0.00	0.00	24,908,460.55	0.00	22,500,000.00	0.00	22,500,000.00	2,408,460.55	0.00	273,456.14	273,456.14	0.00	11,635.90	0.00	11,635.90	261,820.24	0.00	-8,494,657.44
3375	广东省林若熹艺术基金会	2014	0.00	0.00	0.00	0.00	0.00	4,482.44	4,482.44	502,052.00	12,000.00	0.00	-65,923.60	448,128.40	-443,645.96	0.00	0.00	0.00	0.00	0.00	4,396.00	0.00	0.00	4,396.00	-4,396.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-448,041.96
3376	深圳市弘法寺慈善功德基金会	2014	1,756,950.15	0.00	0.00	0.00	0.00	13,987.48	1,770,937.63	3,136,031.70	96,970.00	34,256.00	150,843.12	3,418,100.82	-1,647,163.19	0.00	0.00	0.00	0.00	0.00	12,599.00	0.00	0.00	12,599.00	-12,599.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	942.61	-1,658,819.58
3377	新疆巴音郭楞蒙古自治州送温暖工程基金会	2014	0.00	0.00	0.00	0.00	3,850,000.00	4,041.62	3,854,041.62	1,089,564.60	0.00	13,605.40	3,087,265.40	4,190,435.40	-336,393.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-336,393.78
3378	新疆维吾尔自治区残疾人福利基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3379	广东省骏安慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	1,936.87	1,936.87	180,000.00	0.00	0.00	20,425.24	200,425.24	-198,488.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-198,488.37
3380	广东省大成慈善基金会	2014	245,500.00	0.00	0.00	0.00	0.00	177,174.46	422,674.46	2,577,357.00	0.00	0.00	0.00	2,577,357.00	-2,154,682.54	757,118,076.42	604,409.34	0.00	0.00	757,722,485.76	0.00	756,536,868.00	0.00	756,536,868.00	1,185,617.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-969,064.78
3382	深圳市腾邦慈善基金会	2014	15,170,000.00	0.00	0.00	0.00	0.00	8,932.33	15,178,932.33	13,350,000.00	0.00	0.00	11,111.36	13,361,111.36	1,817,820.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,817,820.97
3383	广东省广东警官学院教育发展基金会	2014	4,000.00	0.00	0.00	0.00	0.00	72,153.08	76,153.08	1,367,250.00	0.00	0.00	5,475.50	1,372,725.50	-1,296,572.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1,296,572.42
3385	广东省妇女儿童基金会	2014	17,098,812.16	0.00	0.00	0.00	333,000.00	1,768,983.07	19,200,795.23	17,561,259.03	364,818.14	0.00	105,951.94	18,032,029.11	1,168,766.12	0.00	0.00	0.00	0.00	0.00	1,500.00	0.00	0.00	1,500.00	-1,500.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,167,266.12
3388	新疆维吾尔自治区老龄事业发展基金会	2014	0.00	0.00	0.00	0.00	0.00	147,232.58	147,232.58	134,505.00	78,181.77	0.00	43,830.89	256,517.66	-109,285.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-109,285.08
3389	新疆维吾尔自治区青少年发展基金会	2014	11,264,985.71	0.00	0.00	0.00	803,208.80	116,124.55	12,184,319.06	8,933,410.36	430,042.18	15,866,857.54	0.00	25,230,310.08	-13,045,991.02	112,500,000.00	462,784.24	0.00	0.00	112,962,784.24	0.00	104,800,000.00	0.00	104,800,000.00	8,162,784.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4,883,206.78
3391	乌鲁木齐市见义勇为基金会	2014	293,396.99	0.00	0.00	0.00	300,000.00	276,032.96	869,429.95	439,376.72	103,400.00	0.00	25,111.45	567,888.17	301,541.78	0.00	0.00	0.00	0.00	0.00	7,680.00	0.00	0.00	7,680.00	-7,680.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	293,861.78
3395	新疆维吾尔自治区送温暖工程基金会	2014	0.00	0.00	0.00	0.00	6,000,000.00	13,784.02	6,013,784.02	0.00	0.00	0.00	6,046,415.90	6,046,415.90	-32,631.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-32,631.88
3396	新疆维吾尔自治区自然生态保护基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	99,626.72	23,834.40	306,600.02	430,061.14	-430,061.14	0.00	399,623.58	0.00	0.00	399,623.58	0.00	0.00	0.00	0.00	399,623.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-30,437.56
3397	援助西藏发展基金会	2014	6,218,290.28	0.00	0.00	0.00	0.00	24,435.46	6,242,725.74	6,072,043.80	0.00	0.00	4,050,600.22	10,122,644.02	-3,879,918.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3,879,918.28
3398	重庆市彭水王应田教育基金会	2014	0.00	0.00	0.00	0.00	0.00	786,594.65	786,594.65	306,000.00	19,800.00	0.00	10,598.55	336,398.55	450,196.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	450,196.10
3399	重庆市扶贫基金会	2014	41,214,887.10	0.00	0.00	0.00	1,100,000.00	585,957.67	42,900,844.77	34,359,183.60	119,210.00	0.00	170,827.83	34,649,221.43	8,251,623.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8,251,623.34
3400	重庆孤残儿童援助基金会	2014	1,110,611.00	0.00	0.00	0.00	0.00	5,203.81	1,115,814.81	1,037,300.50	0.00	52,146.22	0.00	1,089,446.72	26,368.09	23,900,000.00	404,739.64	0.00	0.00	24,304,739.64	0.00	24,000,000.00	0.00	24,000,000.00	304,739.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	331,107.73
3401	广东省陈绍常慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3402	东莞市金胜教育发展基金会	2014	175,000.00	0.00	0.00	0.00	0.00	6,582.72	181,582.72	313,700.00	0.00	0.00	6,842.00	320,542.00	-138,959.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-138,959.28
